"id","text"
935,"Very cute. i received many compliments when i wore it. fits true to size (petite 2) with some good stretch in it. i am 5'3 and it was slightly longer than that on the model. it is a little odd that the buttons are all not the same. but perhaps that is part of its charm and it is not noticeable. it is very comfortable and the pictures are representative of what it looks like."
936,"I ordered this in a size s, my usual size and it fits great. i love the color, style and fit of the dress. the only criticism i can think of is the braided trim on the skirt hits right at my hip and kind of, ever so slightly, poofs out a bit and i wish it had pockets. other than that it's pretty darn cute and i got it at a great price of under $40. so i will wear it as much as i can until it gets cooler. because of the rich color, i can probably wear with cute sweater and booties into the fall!"
937,"This is a great basic t that works with shorts, pants, or a skirt."
938,"Such a cute skirt- but impossible to get on. ordered in an xs (i have a 25/26 waist) but could barely get it past my knees to step into. if you have any hips at all, unfortunately this skirt won't work. i was tempted to size up but once i got it on it fit great in the waist and already had too much material to size up to a small."
939,"So glad i ordered this dress. it fits true to size and is extra soft. i was unsure about the color, but it looks nicer in person. the fabric is a mid weight that hangs nicely. this will go great with leggings or tights and wear into spring."
940,"It was very pretty,but it ran very big , sadly i had to return it."
941,"I thought this dress was very cute on the model, however it was way too tight across the chest for me. going up a size would mean it would be too roomy everywhere else. also, fabric wasn't great."
942,"I like many of you had the same issues. i tried my normal size of xs and s and couldn't get it on. the sales associate looked at it and went and got several size small and they all fit differently. some fit normal and others did not, so i would try on first. i love it when it fits correctly"
943,"I've had my eye on this for awhile, glad it was still in stock.  really great deep wine color, soft.  more texture and detail than i had appreciated in the picture.  love."
944,"Ugh.  i was so excited to get this dress and for 30% off.  this dress is adorable.  unfortunately the top part is super tight around my girls.  otherwise the fit was perfect.  very disappointed in the top of this dress."
945,"You will love this cardigan. very well made with beautiful details. the sleeves have the same detail as the collar and the back. has darker flecks that will go well with dark pants or cords or jeans. you will love this cardi! wish it came in more springy colors. i only gave it a lower rating for quality because the first one i tried on had a sleeve that was much tighter than the other sleeve. the replacement was fine!!"
946,"Really cute skirt, but difficult to get on! i had to shimmy it over my hips due to the lack of a much needed zipper. i am not very curvy, so if you got them, forget it! i sent back the xs - hope the small is a little roomier because it will make a pretty summer skirt."
947,"Cute skirt but i agree with the other reviewer. you can't get it on! i tried my skinny daughter tried no go!"
